response_text,count
아주 간단하게 1-2분 정도만 소요됩니다. 잠시 시간 괜찮으신가요,2
안녕하세요! 차집사의 차은하 팀장입니다. 어떻게 도와드릴까요,2
"""네, 맞습니다! 사고가 많아도 오프라인으로 가입이 가능하며, 최대 **10%의 수수료**를 지급해드립니다. 관심 있으시면 언제든지 문의해 주세요""",2
"""네, 맞습니다! 사고가 많거나 다이렉트 가입이 어려운 고객님들도 오프라인으로 가입하실 수 있습니다. 이 경우 **최대 10%의 수수료**를 지급해드립니다. 더 궁금한 점 있으시면 말씀해 주세요!""",2
"""네, 맞습니다! 다이렉트 가입이 어려운 고객님은 오프라인으로도 가입 가능하며, 이 경우 최대 **10% 수수료**를 지급해드립니다""",2
"""네, 맞습니다! 다이렉트 가입이 어려운 고객님은 오프라인으로도 가입 가능하며, 이 경우 수수료는 **10% 지급**해드립니다""",2
"""네, 맞습니다! 다이렉트 가입이 어려운 고객님은 오프라인으로도 가입 가능하며, 이 경우 **수수료는 10%**로 지급해드립니다""",2
"""네, 맞습니다! 고객을 소개해 주시면 보험료의 **7%**를 광고비로 지급해드립니다""",2
"""네, 맞습니다! 고객님이 소개해주신 자동차보험 가입자에게 혜택을 드리고, 광고비를 지급해드려요. 자세한 내용 안내해드릴까요""",2
"""네, 맞습니다! 고객님이 소개해주신 분이 보험 가입 후 다음날 바로 계좌로 입금해드립니다""",2
"""네, 맞습니다! 고객님이 소개해주신 고객이 가입하면 현금으로 최대 7%의 수수료를 다음날 바로 지급해드립니다""",2
"""네, 맞습니다! 고객님을 소개해주시면 보험료의 **7%**를 수수료로 지급해드립니다.""",2
"""네, 현재 가입하신 업체가 있으시군요. 저희 차집사도 좋은 조건으로 제공하고 있으니, 필요하실 때 언제든지 연락주세요. 문자로 추가 정보 보내드릴게요! 감사합니다!""",2
"""네, 맞습니다! 고객님들을 소개해 주시면 최대 7%의 광고비를 다음날 바로 지급해드립니다""",2
"""네, 맞습니다! 고객님께서 소개해 주신 보험 가입이 이루어지면, 광고비는 다음날 계좌로 바로 입금해드립니다. 관심 있으신가요""",2
"""네, 맞습니다! 고객님 소개 시 수수료는 **다음날 바로 계좌로 입금**해드립니다. 궁금한 점 있으시면 언제든지 문의 주세요""",2
"""네, 맞습니다! 고객 소개 후 수수료는 다음날 바로 계좌로 입금해드립니다. 추가 질문 있으시면 언제든지 말씀해 주세요""",2
"""네, 말씀해주셔서 감사합니다. 가족과 상의하신 후에 연락 주셔도 됩니다. 제가 문자로 더 자세한 정보 보내드릴게요. 😊""",2
"""네, 말씀하신 대로 가족과 상의해보세요. 필요하시면 더 자세한 정보 문자로 보내드릴게요. 감사합니다""",2
"""네, 많은 분들이 이용하시고 체결율도 95% 이상입니다. 함께 하시면 좋은 혜택 많이 누리실 수 있습니다""",2
"""네, 많은 분들이 이용하시고 계십니다. 체결율이 95% 이상이라 신뢰할 수 있는 서비스입니다. 함께 하시면 좋을 것 같습니다""",2
"""네, 많은 딜러님들이 저희 서비스를 이용하시고 긍정적인 후기를 주셨습니다. 예를 들어, 한 딜러님은 고객 소개로 빠른 수익을 얻으셨고, 또 다른 분은 광고비를 통해 추가 판매를 촉진할 수 있었다고 하셨습니다. 필요하시면 더 구체적인 사례를 문자로 보내드릴게요! 📱""",2
"""네, 많은 딜러님들이 저희 서비스를 이용하고 계십니다. 특히 수수료가 7%로 경쟁력이 있어 많은 분들이 긍정적으로 반응하고 있습니다. 더 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 맞습니다! 고객님을 소개해주시면 광고비를 지급해드립니다. 관심 있으신가요?""",2
"""네, 명함 내용 문자로 남겨드릴게요. 감사합니다""",2
"""네, 명함 내용 문자로 남겨드릴게요! 감사합니다""",2
"""네, 맞아요! 고객님이 자동차보험을 소개해 주시면 광고비를 드리면서 혜택이 많습니다. 궁금하신 점 있으신가요""",2
"""네, 맞습니다. 차집사는 금융감독원에 등록된 업체입니다. 안정적으로 서비스를 제공하고 있습니다. 추가 질문 있으신가요""",2
"""네, 맞습니다. 수수료는 고객님의 계좌로 익일 오후에 바로 입금해드립니다""",2
"""네, 맞습니다. 소개해주신 고객이 계약을 완료하면 **다음날 바로 계좌로 입금**해드려요. 추가 문의 있으시면 언제든지 말씀해 주세요""",2
"""네, 맞습니다. 소개해 주신 고객이 보험 가입 시, 수수료는 **다음날 바로 계좌로 입금**해드립니다.""",2
"""네, 맞습니다. 다이렉트는 간단한 절차로 진행되며, 고객님께서 필요한 정보만 제공하시면 됩니다. 문자로 자세한 내용 보내드릴게요""",2
"""네, 맞습니다. 고객님 소개 후 수수료는 **계좌로 바로 입금**해드립니다""",2
"""네, 맞습니다! 차집사는 다이렉트 자동차보험 비교견적 서비스를 제공하는 회사입니다. 고객님이 판매한 차량에 대해 보험 가입을 연결해주시면 광고비를 드리는 프로그램이 있습니다. 관심 있으신가요""",2
"""네, 맞습니다! 사고가 많으신 고객님들도 오프라인으로 가입하실 수 있습니다. 이 경우 최대 **10% 수수료**를 지급해드립니다. 추가 궁금한 점 있으시면 언제든지 말씀해 주세요""",2
"""네, 맞습니다! 온라인으로 다이렉트 가입시 7% 수수료를 지급해드리고, 사고가 많아 다이렉트 가입이 안되는 고객님은 오프라인으로도 가입이 가능하여 10% 수수료를 지급해드립니다""",2
"""네, 맞습니다! 온라인 다이렉트 가입은 7% 수수료를 익일에 지급해드리고, 사고가 많아 다이렉트 가입이 안 되는 고객님은 오프라인으로 가입하실 수 있어요. 이 경우에는 10% 수수료를 지급해드립니다""",2
"""네, 맞습니다! 오프라인으로 진행하시면 **10% 수수료**를 지급해드립니다. 자세한 내용은 카톡으로 다시 안내해드릴게요. 😊""",2
"""네, 맞습니다! 수수료는 최대 7%로, 성사 시 익일 지급해드립니다""",2
"""네, 맞습니다! 소개해주신 고객의 보험료의 **7%를 수수료로 지급**해드립니다. 궁금하신 점 더 있으신가요""",2
"""네, 맞습니다! 소개해주신 고객의 보험료의 **7%를 수수료**로 지급해드립니다""",2
"""네, 맞습니다! 소개해주신 고객의 보험료에서 7%를 수수료로 지급해드립니다""",2
"""네, 맞습니다! 소개해주시는 고객의 보험료의 **7%**를 수수료로 지급해드립니다""",2
"""네, 맞습니다! 소개해 주시면 보험료의 **7%**를 딜러님께 지급해드립니다""",2
"""네, 맞습니다! 소개료는 보험료의 7%를 현금으로 지급해드립니다""",2
"""네, 맞습니다! 저희는 다이렉트 자동차보험 비교견적 전문 회사입니다. 고객님께서 자동차보험을 소개해주시면 광고비를 지급해드리는 프로그램이 있습니다""",2
"""네, 괜찮습니다! 간단히 문자로 정보 보내드릴게요. 감사합니다""",2
"""네, 괜찮습니다! 간단한 내용 문자로 보내드릴게요. 연락 필요한 때 언제든지 말씀해 주세요! 감사합니다. 😊""",2
"""네, 괜찮습니다! 간단한 내용 문자로 보내드릴게요. 나중에 확인해 주시면 됩니다. 감사합니다""",2
"""네, 괜찮습니다! 간단하게 안내해드리면, 저희 차집사에서 자동차보험 비교견적을 통해 많은 혜택을 드리고 있으니 나중에 필요하실 때 언제든지 연락 주시면 좋겠습니다. 문자로도 정보 보내드릴게요! 감사합니다""",2
"""네, 광고비는 수수료로 **현금 지급**해드립니다. 최대 **7%**로 다음날 바로 지급됩니다""",2
"""네, 고객을 소개해주시면 보험료의 **최대 7%**를 광고비로 지급해드립니다. 소개가 완료되면 다음날 바로 지급되며, 삼성과도 제휴되어 있어요. 상세한 절차가 필요하시면 문자로 명함 보내드릴게요""",2
"""네, 고객을 소개해주시면 다이렉트 보험 가입 시 **최대 7%의 광고비**를 다음날 바로 지급해드립니다. 간단하게 고객 정보를 보내주시면 됩니다. 문자로도 자세한 내용을 보내드릴게요""",2
"""네, 고객님이 사고가 많으셔도 오프라인으로 가입이 가능합니다. 가입 후에는 딜러님께 보험 관련 연락이 가지 않도록 ai 1668-4007 번호를 운영하고 있습니다. 추가 궁금한 점이 있으신가요""",2
"""네, 고객님들께서 차집사 서비스를 통해 **저렴한 보험료**와 **신속한 지원**에 만족하셨다는 후기가 많습니다. 특히, **광고비 지급**에 대해 긍정적인 반응이 많습니다. 더 궁금한 점 있으시면 말씀해 주세요""",2
"""네, 고객님들께서 저희 차집사 서비스를 통해 만족스러운 보험료 절감을 경험하셨다는 후기가 많습니다. 고객님들께서 쉽게 비교하고 선택할 수 있어서 좋았다고 말씀하십니다. 추가적인 후기나 궁금한 점이 있으시면 문자로 보내드릴게요""",2
"""네, 많은 딜러님들이 이용하고 계세요. 체결율이 **95% 이상**으로 굉장히 높은 편입니다. 함께 하시면 좋은 혜택이 많습니다""",2
"""네, 고객님들께서 매우 긍정적인 후기를 남겨주셨어요. """"차집사 덕분에 보험료를 많이 절약했다""""는 의견이 많습니다. 더 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 고객님께서 소개해주신 분이 보험에 가입하면 보장을 받을 수 있습니다. 보험 가입 후에는 여러 가지 보장 혜택이 제공됩니다. 더 궁금하신 점이 있으시면 말씀해 주세요!""",2
"""네, 고객님. 수수료는 계좌로 익일 오후에 바로 지급해드립니다""",2
"""네, 고객님. 담당자 연락처와 명함은 문자로 보내드리겠습니다. 잠시만 기다려 주시겠어요""",2
"""네, 고객님. 고객님이 소개해주신 고객이 저희 차집사에서 자동차보험 견적을 진행하면, 수수료를 지급해드리는 구조입니다. 소개 후에는 간단한 절차로 진행되며, 연락처만 주시면 제가 자세히 안내해드리겠습니다""",2
"""네, 고객님! 차집사와 제휴를 통해 보장받으실 수 있습니다. 보험료 비교견적을 통해 가장 적합한 상품을 선택하실 수 있으니 안심하고 연락 주세요""",2
"""네, 고객님! 저희 차집사에서 제공하는 자동차보험은 다양한 보장 옵션이 있습니다. 필요하신 보장 내용을 상담해드릴 수 있으니 언제든지 문의해주세요""",2
"""네, 고객님! 자동차보험을 소개해 주시면 최대 7%의 광고비를 드리고, 다음날 바로 지급됩니다. 삼성과 제휴되어 있어 더욱 유리합니다. 더 궁금한 점 있으시면 말씀해 주세요""",2
"""네, 고객님! 자동차보험을 소개해 주시면 최대 7%의 광고비를 다음날 바로 지급해드립니다. 관심 있으신가요""",2
"""네, 고객님! 자동차를 판매할 때 저희에게 고객을 소개해주시면, 소개 건당 최대 **7%의 광고비**를 다음날 바로 지급해드립니다. 또한, 첫 문의 시에는 **cu 5천원 상품권**도 드리니 많은 소개 부탁드립니다. 궁금하신 점 있으시면 언제든지 말씀해 주세요""",2
"""네, 고객님들께서 빠른 가입과 혜택에 만족하셨다는 후기가 많습니다. 많은 분들이 저희 서비스를 통해 할인 혜택을 받으셨고, 간편한 절차에 감사하다는 말씀도 많이 해주셨어요. 궁금하신 내용이 더 있으시면 언제든지 말씀해 주세요""",2
"""네, 많은 고객님들이 저희 차집사 서비스를 통해 저렴한 보험료와 빠른 지급을 경험하셨습니다. 특히 광고비 지급이 만족스럽다는 후기가 많습니다. 관심 있으시면 더 자세한 내용 문자로도 안내해드릴게요!""",2
"""네, 많은 고객님들이 저희 서비스를 통해 보험료 절감을 경험하셨습니다. 특히 빠른 지급과 간편한 절차에 대해 긍정적인 후기가 많습니다. 더 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 많은 고객님들이 저희 서비스를 이용하고 계십니다. 다양한 보험사 비교로 최적의 보험료를 찾아드리고 있습니다""",2
"""네, 많은 고객님들께서 만족하신 후기가 있습니다. 체결율이 95% 이상이라 많은 분들이 함께하고 계십니다. 더 궁금한 점 있으시면 문자로 후기를 보내드릴게요""",2
"""네, 담당자 연락처와 명함 정보를 문자로 보내드릴게요. 잠시만 기다려 주세요! 📱""",2
"""네, 담당자 연락처는 **차집사 고객센터 1588-xxxx** 입니다. 명함은 문자로 보내드릴게요. 감사합니다""",2
"""네, 다이렉트로 가입이 어려운 고객님들도 오프라인으로 가입이 가능하게 도와드립니다. 사고가 많으신 분들도 걱정 없이 이용하실 수 있습니다""",2
"""네, 다이렉트 자동차보험을 통해 고객님께서 필요한 보장을 선택하실 수 있습니다. 보험료도 비교해서 최적의 조건으로 가입하실 수 있습니다. 더 궁금한 점 있으신가요""",2
"""네, 다이렉트 자동차보험 비교견적을 제공하는 차집사입니다. 고객님께서 자동차를 판매할 때 저희에게 고객을 소개해주시면 최대 7%의 광고비를 지급해드립니다. 연락주시면 더 자세히 안내해드리겠습니다!""",2
"""네, 다이렉트 가입이 어려운 고객님들은 오프라인으로도 가입하실 수 있습니다. 오프라인 가입 시에는 **10% 수수료**를 지급해드립니다.""",2
"""네, 괜찮습니다! 혹시 필요하실 때 연락 주시면 좋겠습니다. 저희 혜택 내용 문자로 보내드릴게요. 감사합니다""",2
"""네, 다른 데 가입하셨군요. 저희는 최대 7% 수수료로 추가 수익을 드릴 수 있습니다. 관심 있으시면 언제든지 연락주세요! 관련 내용 문자로 보내드릴게요. 감사합니다""",2
"""네, 다른 곳도 알아보시는 건 좋습니다. 저희 차집사도 가격 비교가 유리하니 확인해보시면 좋을 것 같아요. 📲 문자로 자세한 내용 보내드릴게요! 감사합니다""",2
"""네, 기존 보험이 있으셔도 가입 가능합니다. 더 나은 조건으로 변경하실 수 있으니 문의 주세요!""",2
"""네, 기본적으로 소개 수수료는 최대 7%이며, 기존 차량은 5%입니다. 다른 수수료는 없어요. 궁금하신 점 더 있으신가요""",2
"""네, 그렇다면 간단한 정보만 드리겠습니다. 저희는 믿을 수 있는 다이렉트 자동차보험 비교견적 서비스를 제공하고 있습니다. 추가 정보가 필요하시면 문자로 안내해드리겠습니다. 감사합니다""",2
"""네, 그렇군요! 결정권자분과도 직접 연락드릴 수 있도록 도와드릴게요. 필요하신 정보나 문의사항 있으시면 언제든 말씀해 주세요""",2
"""네, 귀찮으시다면 간단하게 문자로 정보 보내드릴게요. 관심 있으시면 언제든지 연락 주세요! 감사합니다""",2
"""네, 궁금한 점 말씀해주시면 바로 답변드리겠습니다""",2
"""네, 궁금하신 점 말씀해 주시면 자세히 안내해드리겠습니다! 어떤 부분이 궁금하신가요""",2
"""네, 궁금하신 내용 말씀해 주시면 자세히 설명드리겠습니다""",2
"""네, 괜찮습니다. 간단하게 문자 보내드릴게요. 도움이 필요하시면 언제든지 연락 주세요! 감사합니다""",2
"""네, 다음 주 중으로 다시 연락드리겠습니다. 편한 시간 알려주시면 맞춰서 전화드릴게요""",2
"""네, 사고가 많으셔도 오프라인으로 가입이 가능합니다. 이 경우에는 최대 10%의 수수료를 지급해드려요. 더 궁금하신 점 있으신가요""",2
"""네, 사고가 많으셔도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 자세한 내용 문자로 보내드릴게요""",2
"""네, 사고가 많으셔도 오프라인으로 가입 가능하십니다. 이 경우에는 최대 **10% 수수료**를 지급해드려요. 추가 문의 있으시면 언제든지 연락 주세요""",2
"""네, 사고가 많으셔도 오프라인으로 가입 가능하니 걱정하지 마세요. 더욱 좋은 조건으로 도와드릴 수 있습니다""",2
"""네, 사고가 많으셔도 오프라인으로 가입 가능하니 걱정하지 마세요. 그 경우에는 최대 **10%** 수수료를 지급해드립니다. 추가 궁금한 점 있으시면 말씀해 주세요""",2
"""네, 사고가 많아도 오프라인으로 가입이 가능하십니다. 이 경우 **10% 수수료**를 지급해드려요. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",2
"""네, 사고가 많아도 걱정하지 않으셔도 됩니다. 저희는 다양한 고객님들을 지원하고 있습니다. 관심 있으시면 자세한 내용을 문자로 보내드릴게요""",2
"""네, 사고가 많거나 다이렉트 가입이 어려운 고객님은 오프라인으로도 가입 가능하십니다. 오프라인으로 가입하실 경우 **10% 수수료**를 지급해드려요""",2
"""네, 사고가 많거나 다이렉트 가입이 어려운 고객님들은 오프라인으로 가입할 수 있습니다. 이 경우에도 최대 10% 수수료를 지급해드립니다. 궁금하신 점이 더 있으시면 언제든지 말씀해 주세요""",2
"""네, 사고가 많거나 다이렉트 가입이 안되는 고객님은 오프라인으로도 가입 가능하게 해드립니다. 필요하신 경우 언제든지 문의 주세요""",2
"""네, 명함 내용을 문자나 카톡으로 남겨드릴게요~""",2
"""네, 사고 이력이 있으셔도 문제 없습니다! 차집사를 통해 견적을 받으실 수 있습니다. 자세한 내용을 원하시면 언제든지 문의해 주세요""",2
"""네, 사고 이력이 있으셔도 괜찮습니다. 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 추가로 궁금한 점 있으시면 말씀해 주세요""",2
"""네, 사고 이력이 있어도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 추가 혜택이 궁금하시면 언제든지 문의 주세요""",2
"""네, 사고 이력이 있어도 오프라인으로 가입 가능하니 걱정하지 않으셔도 됩니다. 더 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 사고 이력이 있어도 오프라인으로 가입 가능하니 걱정하지 마세요! 도움이 필요하시면 언제든지 연락주세요""",2
"""네, 사고 이력이 있어도 괜찮습니다. 저희는 다양한 조건으로 보험 상품을 제공하니 걱정하지 마세요""",2
"""네, 사고 이력이 있어도 괜찮습니다. 저희는 다양한 조건으로 보험 견적을 제공하니 걱정하지 않으셔도 됩니다""",2
"""네, 사고 이력이 있어도 괜찮습니다. 오프라인으로 가입하실 수 있도록 도와드리겠습니다. 궁금한 점이 있으면 언제든지 문의해주세요""",2
"""네, 사고 이력이 있어도 괜찮습니다. 오프라인으로 가입 가능하게 도와드릴 수 있습니다. 추가 혜택도 안내해드릴게요""",2
"""네, 사고 이력이 있어도 괜찮습니다. 오프라인으로 가입 가능하게 도와드리니 걱정하지 마세요. 관심 있으시면 더 자세히 안내해드릴 수 있습니다""",2
"""네, 사고 이력이 있으셔도 오프라인으로 가입 가능하니 걱정하지 마세요! 도움이 필요하시면 언제든지 연락 주세요""",2
"""네, 실제 이용 후기 중에는 많은 딜러님들이 고객 소개 후 다음날 바로 수수료를 받으셨다는 사례가 많습니다. 체결율도 95% 이상으로 매우 높아서 많은 분들이 만족하고 계십니다. 도움이 더 필요하시면 언제든지 말씀해 주세요""",2
"""네, 실제 이용 후기 중 한 분은 """"차집사 덕분에 빠르게 보험 가입을 할 수 있었고, 수수료도 만족스러웠습니다.""""라고 말씀하셨습니다. 다른 분은 “친절한 상담과 빠른 지급 덕분에 믿고 이용할 수 있었습니다.”라고 하셨습니다. 이런 긍정적인 사례들이 많습니다""",2
"""네, 실제 이용 후기 중 하나는 딜러님께서 고객을 소개해 주신 후, 보험 계약이 체결되어 광고비를 빠르게 지급받은 사례입니다. 고객님께서도 만족하며 재이용 의사를 표현하셨어요. 추가적인 사례나 더 궁금하신 점이 있으시면 문자로 보내드릴게요""",2
"""네, 식사 중이시군요! 바쁘신 중에 연락드려 죄송합니다. 혹시 나중에 관심 있으시면 문자로 자세한 내용 보내드릴게요. 😊""",2
"""네, 수수료 지급에 대한 증명서는 발급해드릴 수 있습니다. 가입 후 요청하시면 상세한 내용을 안내해드리겠습니다""",2
"""네, 수수료 지급 증명서를 제공해드리고 있습니다. 추가적인 안내가 필요하시면 말씀해 주세요""",2
"""네, 수수료 지급 증명서를 요청하시면 제공해드릴 수 있습니다. 필요한 경우 말씀해 주세요""",2
"""네, 수수료 지급 증명서는 요청하시면 제공해드립니다. 필요한 경우 말씀해주시면 됩니다""",2
"""네, 수수료 지급 증명서 제공 가능합니다. 필요하시면 말씀해 주세요.""",2
"""네, 소개료는 현금으로 지급됩니다. 보험료의 7%를 다음날 바로 입금해 드려요""",2
"""네, 사고가 많으셔도 저희가 맞춤형으로 보험료를 제안해드리니 부담 없이 상담 받아보세요. 도움이 필요하시면 언제든지 연락주세요""",2
"""네, 상담 중이시군요. 도움이 필요하시면 언제든지 말씀해 주세요""",2
"""네, 사고가 많으신 고객님은 오프라인으로도 가입 가능하게 도와드리고 있습니다. 필요하신 경우 안내해드릴 수 있습니다""",2
"""네, 사고가 많으신 고객님들은 오프라인으로도 가입 가능하게 도와드립니다. 필요하시면 언제든지 문의 주세요""",2
"""네, 사고가 많으신 고객님들도 오프라인으로 가입 가능하게 도와드립니다. 관심 있으시면 더 자세한 내용 안내해드릴게요""",2
"""네, 사고가 많으신 고객님도 오프라인으로 가입이 가능합니다. 최대 10%의 수수료를 지급해드립니다. 더 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 사고가 많으신 고객님도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 추가적으로 혜택 안내도 가능하니 궁금하신 점 있으시면 말씀해 주세요""",2
"""네, 사고가 많으신 고객님도 오프라인으로 가입이 가능하니 걱정하지 않으셔도 됩니다. 자세한 내용은 문자로 안내해드릴게요""",2
"""네, 사고가 많으신 고객님도 오프라인으로 가입 가능하십니다. 최대 10%의 수수료를 지급해드리니 관심 가져주세요!""",2
"""네, 사고가 많으신 고객님도 오프라인으로 가입 가능하십니다. 조건에 따라 최대 10%의 수수료를 지급해드려요. 도움이 필요하시면 언제든지 연락 주세요""",2
"""네, 사고가 많으신 경우에도 오프라인으로 가입이 가능합니다. 조건에 따라 최대 10% 광고비를 지급해드리고 있습니다. 필요하시면 더 자세한 내용 문자로 보내드릴까요""",2
"""네, 사고가 많으신 경우에도 오프라인으로 가입 가능하게 해드립니다. 조건에 따라 최대 10%의 광고비를 지급해드리니, 자세한 내용은 문자로 안내해드리겠습니다!""",2
"""네, 생각해보시고 궁금한 점 생기면 언제든지 연락 주세요. 명함 문자로 남겨드릴게요~ 감사합니다!""",2
"""네, 물론입니다! 문자나 카톡으로 안내해드릴 수 있습니다. 어떤 방법으로 원하시는지 말씀해주시면 바로 보내드리겠습니다""",2
"""네, 물론입니다! 명함과 자세한 내용 문자로 보내드릴게요. 😊""",2
"""네, 물론입니다! 고객님이 자동차를 판매할 때, 저희에게 소개해주시면 **다이렉트 금액**으로 진행하고, 판매가 이루어질 경우 최대 **7%의 광고비**를 다음날 지급해드립니다. 추가로, 1건 의뢰 시 **cu 상품권**도 드려요! 궁금하신 점은 언제든지 말씀해 주세요""",2
"""네, 문자로 보내드리겠습니다. 잠시만 기다려 주세요!""",2
"""네, 문자나 카톡으로도 안내해드릴 수 있습니다. 연락처 남겨주시면 자세한 내용을 보내드리겠습니다""",2
"""네, 문자나 카톡으로 안내드릴 수 있습니다. 필요한 정보를 보내드릴게요""",2
"""네, 명함은 문자로 남겨드릴게요~! 연락처와 함께 보내드리겠습니다. 😊""",2
"""네, 명함 문자로 보내드릴게요! 연락처로 발송해드리겠습니다. 😊""",2
"""네, 명함 문자로 보내드리겠습니다!""",2
"""네, 명함 문자로 남겨드릴게요~""",2
"""네, 사고 이력이 있어도 괜찮습니다. 많은 고객님들이 사고 이력이 있으시지만 충분히 진행 가능합니다. 궁금하신 점 있으시면 언제든지 문의해 주세요""",2
"""네, 명함 문자로 남겨드릴게요~ 📲 잠시만 기다려 주세요""",2
"""네, 명함 문자로 남겨드릴게요~ 연락처와 함께 보내드릴게요""",2
"""네, 명함 문자로 남겨드릴게요~ 연락처와 함께 보내드리겠습니다. 감사합니다""",2
"""네, 명함 문자로 남겨드릴게요~ 연락처 확인 후 바로 발송하겠습니다""",2
"""네, 명함 문자로 남겨드릴게요~ 연락주세요""",2
"""네, 명함 문자로 남겨드릴게요~ 감사합니다""",2
"""네, 명함 문자로 남겨드릴게요. 카톡으로 내용 다시 보내드리겠습니다. 😊""",2
"""네, 명함 문자로 남겨드릴게요! 잠시만 기다려 주세요. 📱""",2
"""네, 명함 문자로 남겨드릴게요! 어떤 번호로 보내드릴까요""",2
"""네, 명함 문자로 남겨드릴게요! 감사합니다""",2
"""네, 명함 문자로 남겨드릴게요~ 😊""",2
"""네, 사고 이력이 있어도 괜찮습니다! 저희는 다양한 조건으로 보험을 제공하니 걱정하지 마세요. 추가 질문 있으시면 말씀해 주세요""",2
"""네, 사고 이력이 있어도 걱정 마세요. 오프라인으로 가입하실 수 있습니다. 추가적인 정보가 필요하시다면 언제든지 연락 주세요""",2
"""네, 사고 이력이 있어도 가입 가능합니다. 고객님의 사고 이력을 고려하여 최적의 보험 상품을 안내해드리겠습니다""",2
"""네, 사고 이력이 있어도 가능합니다. 저희가 다양한 보험사와 제휴되어 있어 고객님에게 맞는 조건을 찾아드릴 수 있습니다""",2
"""네, 사고 이력이 있어도 가능합니다. 고객님의 상황에 맞춰 최적의 보험 상품을 찾아드리겠습니다. 더 궁금한 점 있으신가요""",2
"""네, 비교해보시는 건 좋습니다! 😊 견적 의뢰만 주셔도 cu 모바일 상품권 5천원을 드리니, 언제든지 연락주세요! 감사합니다""",2
"""네, 보장받을 수 있습니다. 고객님이 소개해주신 분이 보험에 가입하면 해당 금액에 따라 수수료를 지급해드립니다. 더 궁금한 점 있으시면 말씀해 주세요""",2
"""네, 바쁘신데 연락드려 죄송합니다. 간단한 정보 문자로 남겨드릴게요! 감사합니다""",2
"""네, 바쁘신 시간에 죄송합니다. 간단한 홍보 문구와 함께 문자 발송해드릴게요. 감사합니다""",2
"""네, 바쁘신 것 이해합니다. 나중에 시간 되실 때 연락주시거나, 문자로 간단한 정보 보내드리겠습니다. 감사합니다""",2
"""네, 물론입니다! 비교견적 요청해주시면 **cu 편의점 상품권**도 지급해드려요. 어떤 차량에 대해 비교 원하시나요""",2
"""네, 바로 가입이 가능합니다. 가입하신 고객님의 보험사로도 직접 연결해드립니다""",2
"""네, 바로 가입 가능합니다! 고객님을 소개해주시면 수수료는 익일 오후에 바로 지급해드립니다""",2
"""네, 바꾸실 필요는 없으시지만, 저희 광고 프로그램은 고객님께 추가 수익을 드릴 수 있습니다. 관심 있으시면 언제든지 연락 주세요! 명함 문자로 보내드릴게요~""",2
"""네, 믿을 수 있습니다! 저희 차집사는 삼성과 제휴된 신뢰할 수 있는 다이렉트 자동차보험 비교견적 서비스입니다. 수수료 지급도 확실하게 진행되니 안심하셔도 됩니다""",2
"""네, 믿으셔도 됩니다! 저희는 삼성과 제휴된 공신력 있는 회사이며, 고객님께서 소개해주신 분이 보험에 가입하시면 약속드린 금액을 신속하게 지급해드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",2
"""네, 물론입니다. 가족과 상의하신 후에 궁금한 점이나 문의 사항 있으면 언제든지 연락 주세요! 추가 정보 문자로 보내드릴게요. 감사합니다""",2
"""네, 물론입니다! 카톡으로 자세한 내용 다시 보내드릴게요. 연락 주시면 빠르게 진행해드리겠습니다. 😊""",2
"""네, 물론입니다! 제가 자세한 내용을 문자로 보내드리겠습니다. 연락처 확인 부탁드립니다""",2
"""네, 물론입니다! 이메일 주소 말씀해 주시면 자료를 보내드리겠습니다""",2
"""네, 물론입니다! 언제든지 편하실 때 연락 주세요. 카톡으로도 다시 안내드릴게요. ^^""",2
"""네, 물론입니다! 언제든지 연락 주시면 빠르게 도와드리겠습니다. 카톡으로 내용도 보내드릴게요. 감사합니다! 😊""",2
"""네, 바로 가입이 가능합니다. 가입하신 고객님의 보험사로도 직접 연결해드립니다. 추가 문의사항 있으시면 언제든지 말씀해 주세요""",2
"""고객님, 언제든지 연락 주시면 됩니다. 제 번호 저장해 두시고, 필요하실 때 편하게 연락주세요""",2
"""고객님, 언제든지 연락 주시면 됩니다! 제 번호 저장해 두시면 견적 문의 시 빠르게 도와드리겠습니다. 감사합니다""",2
"""고객님, 어떤 부분을 도와드릴까요""",2
"""고객님, 수수료는 최대 7%까지 지급해드리며, 다음날 바로 지급이 가능합니다. 또한, 견적 의뢰만 주셔도 **cu 상품권**을 드리고 있습니다""",2
"""고객님, 소개해주신 고객이 보험 가입 시 **최대 7%의 수수료**를 익일 지급해드립니다. 추가로, 견적 의뢰만 주셔도 **cu 상품권**을 드려요""",2
"""고객님, 소개해 주신 고객의 보험 가입이 완료되면 **다음날 바로 광고비를 지급**해드립니다. 빠르게 진행됩니다""",2
