original_utterance,normalized_utterance,chatbot_response,locale,audio_s3_uri,response_hash,utterance_hash,approval_type,approved_by,input_text,response_text,intent
지금은 다른 고객 후기 있나요?,,"""네, 최근 고객님들께서 저희 서비스를 통해 보험료를 절약하고 광고비도 받아보셨다는 긍정적인 후기가 많습니다. 자세한 내용은 문자로 보내드릴까요""",ko-KR,s3://tts-bucket-250810/ko-KR/227fb6f069e362e6.wav,227fb6f069e362e6,4f9efffd54ea1730,chatbot_response,batch_approval_script,지금은 다른 고객 후기 있나요?,"""네, 최근 고객님들께서 저희 서비스를 통해 보험료를 절약하고 광고비도 받아보셨다는 긍정적인 후기가 많습니다. 자세한 내용은 문자로 보내드릴까요""",other
혹시 카카오톡 되나요?,,"""네, 카카오톡 가능합니다! 내용을 다시 남겨드릴게요. 추가 질문 있으시면 언제든지 말씀해 주세요. 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/df8589b853575565.wav,df8589b853575565,b14ebcf9e6d4509c,chatbot_response,batch_approval_script,혹시 카카오톡 되나요?,"""네, 카카오톡 가능합니다! 내용을 다시 남겨드릴게요. 추가 질문 있으시면 언제든지 말씀해 주세요. 😊""",other
잠깐만 카카오톡 되나요?,,"""네, 카카오톡 가능합니다! 카톡으로 자세한 내용 다시 보내드릴게요. 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/e9d30a6ca03ac9de.wav,e9d30a6ca03ac9de,1f2517f0489e44e2,chatbot_response,batch_approval_script,잠깐만 카카오톡 되나요?,"""네, 카카오톡 가능합니다! 카톡으로 자세한 내용 다시 보내드릴게요. 😊""",other
어 카카오톡 되나요?,,"""네, 카카오톡으로도 가능합니다! 문자로 더 자세한 내용을 보내드릴까요""",ko-KR,s3://tts-bucket-250810/ko-KR/08b15cc050d9ec9d.wav,08b15cc050d9ec9d,2b029119693d5874,chatbot_response,batch_approval_script,어 카카오톡 되나요?,"""네, 카카오톡으로도 가능합니다! 문자로 더 자세한 내용을 보내드릴까요""",other
카카오톡 되나요,,"""네, 카카오톡으로도 상담 가능합니다. 연락처를 남겨주시면 안내해드리겠습니다!""",ko-KR,s3://tts-bucket-250810/ko-KR/2080318e8c3d68db.wav,2080318e8c3d68db,ec5f8bc2c6640032,chatbot_response,batch_approval_script,카카오톡 되나요,"""네, 카카오톡으로도 상담 가능합니다. 연락처를 남겨주시면 안내해드리겠습니다!""",other
지금은 카카오톡 되나요?,,"""네, 카카오톡으로도 안내해드릴 수 있습니다. 빠르게 내용을 남겨드릴게요! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/af09d0215765be31.wav,af09d0215765be31,2d6e281b2059e37b,chatbot_response,batch_approval_script,지금은 카카오톡 되나요?,"""네, 카카오톡으로도 안내해드릴 수 있습니다. 빠르게 내용을 남겨드릴게요! 😊""",other
아 카카오톡 되나요?,,"""네, 카카오톡으로도 안내해드릴 수 있습니다. 연락처 남겨주시면 문자로 자세한 내용 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/4cdb3b4884456cc0.wav,4cdb3b4884456cc0,9e887fecb6f231d8,chatbot_response,batch_approval_script,아 카카오톡 되나요?,"""네, 카카오톡으로도 안내해드릴 수 있습니다. 연락처 남겨주시면 문자로 자세한 내용 보내드릴게요""",other
음 카카오톡 되나요?,,"""네, 카카오톡으로도 연락 가능합니다. 카카오톡 id 알려주시면 추가 안내 드리겠습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/014b6590209b8b2a.wav,014b6590209b8b2a,dd9dbcec90d36cb7,chatbot_response,batch_approval_script,음 카카오톡 되나요?,"""네, 카카오톡으로도 연락 가능합니다. 카카오톡 id 알려주시면 추가 안내 드리겠습니다""",other
현금으로 주나요,,"""네, 현금으로 지급됩니다. 소개해주신 고객이 보험 가입을 완료하면 다음날 바로 지급해드립니다.""",ko-KR,s3://tts-bucket-250810/ko-KR/580778cb0382b2bd.wav,580778cb0382b2bd,b11baba2986354d3,chatbot_response,batch_approval_script,현금으로 주나요,"""네, 현금으로 지급됩니다. 소개해주신 고객이 보험 가입을 완료하면 다음날 바로 지급해드립니다.""",other
어 현금으로 주나요?,,"""네, 현금으로 지급됩니다. 소개해주신 고객이 보험에 가입하면 최대 7%의 수수료를 다음 날 바로 지급해드립니다""",ko-KR,s3://tts-bucket-250810/ko-KR/2302323e7e62d8da.wav,2302323e7e62d8da,9375d15c8b696ed6,chatbot_response,batch_approval_script,어 현금으로 주나요?,"""네, 현금으로 지급됩니다. 소개해주신 고객이 보험에 가입하면 최대 7%의 수수료를 다음 날 바로 지급해드립니다""",other
혹시 현금으로 주나요?,,"""네, 현금으로도 지급 가능합니다. 최대 7%의 수수료를 다음날 바로 지급해드립니다. 추가 문의 사항 있으시면 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/a344a1124ee20e31.wav,a344a1124ee20e31,42acb044b1933fa8,chatbot_response,batch_approval_script,혹시 현금으로 주나요?,"""네, 현금으로도 지급 가능합니다. 최대 7%의 수수료를 다음날 바로 지급해드립니다. 추가 문의 사항 있으시면 말씀해 주세요""",other
아 이미 가입되어 있어요.,,"""네, 현재 가입하신 곳이 있으시군요. 저희 차집사도 비교견적을 통해 더 나은 조건을 제안드릴 수 있습니다. 관심 있으시면 간단한 문자로 자세한 내용 보내드릴게요. 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/0c18e7bf7feb3266.wav,0c18e7bf7feb3266,8ff9549024757b3a,chatbot_response,batch_approval_script,아 이미 가입되어 있어요.,"""네, 현재 가입하신 곳이 있으시군요. 저희 차집사도 비교견적을 통해 더 나은 조건을 제안드릴 수 있습니다. 관심 있으시면 간단한 문자로 자세한 내용 보내드릴게요. 😊""",other
이미 가입되어 있어요,,"""네, 현재 가입하신 업체가 있으시군요. 저희 차집사도 좋은 조건으로 제공하고 있으니, 필요하실 때 언제든지 연락주세요. 문자로 추가 정보 보내드릴게요! 감사합니다!""",ko-KR,s3://tts-bucket-250810/ko-KR/1f10c04ca24cd566.wav,1f10c04ca24cd566,88e3d4fee5ec3fed,chatbot_response,batch_approval_script,이미 가입되어 있어요,"""네, 현재 가입하신 업체가 있으시군요. 저희 차집사도 좋은 조건으로 제공하고 있으니, 필요하실 때 언제든지 연락주세요. 문자로 추가 정보 보내드릴게요! 감사합니다!""",other
죄송하지만 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있어도 가입 가능합니다. 기존 고객님도 저희를 통해 추가 혜택을 받으실 수 있습니다. 궁금한 점이 있으면 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/2e28c36dd43aac4c.wav,2e28c36dd43aac4c,ed3e5f79be078cf0,chatbot_response,batch_approval_script,죄송하지만 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있어도 가입 가능합니다. 기존 고객님도 저희를 통해 추가 혜택을 받으실 수 있습니다. 궁금한 점이 있으면 언제든지 말씀해 주세요""",other
아 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가능합니다. 고객님이 소개해 주시면 다이렉트 보험으로 전환할 수 있도록 도와드리겠습니다. 궁금한 점 더 있으신가요""",ko-KR,s3://tts-bucket-250810/ko-KR/52c76fede41f6136.wav,52c76fede41f6136,f7b5a34cc6f96251,chatbot_response,batch_approval_script,아 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가능합니다. 고객님이 소개해 주시면 다이렉트 보험으로 전환할 수 있도록 도와드리겠습니다. 궁금한 점 더 있으신가요""",other
잠깐만 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입 가능합니다! 기존 보험과 비교해보시고 더 나은 조건을 찾으실 수 있습니다. 궁금하신 점 있으시면 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/0b38b79faf613c71.wav,0b38b79faf613c71,10d91783a1c1025f,chatbot_response,batch_approval_script,잠깐만 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입 가능합니다! 기존 보험과 비교해보시고 더 나은 조건을 찾으실 수 있습니다. 궁금하신 점 있으시면 말씀해 주세요""",other
어 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험과 다이렉트 보험을 비교해보시면 더 좋은 조건을 찾으실 수 있어요""",ko-KR,s3://tts-bucket-250810/ko-KR/4157653651f4e13a.wav,4157653651f4e13a,c9e62a35e733ce20,chatbot_response,batch_approval_script,어 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험과 다이렉트 보험을 비교해보시면 더 좋은 조건을 찾으실 수 있어요""",other
음 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험과 비교해 더 좋은 조건으로 안내해드릴 수 있어요""",ko-KR,s3://tts-bucket-250810/ko-KR/caa534dfcdb00506.wav,caa534dfcdb00506,3b29d61dba4a3dc1,chatbot_response,batch_approval_script,음 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험과 비교해 더 좋은 조건으로 안내해드릴 수 있어요""",other
혹시 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험을 비교하고 더 좋은 조건으로 전환할 수 있도록 도와드리겠습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/b2368761d8962c47.wav,b2368761d8962c47,57b32b78e0aba95a,chatbot_response,batch_approval_script,혹시 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입 가능합니다. 기존 보험을 비교하고 더 좋은 조건으로 전환할 수 있도록 도와드리겠습니다""",other
지금은 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입이 가능합니다. 고객님께서 새로운 보험으로 전환하실 경우 **10% 지급** 조건으로 진행해드리니, 언제든지 문의해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/cec275fcd5b1bde4.wav,cec275fcd5b1bde4,b2a5f69b3ef066df,chatbot_response,batch_approval_script,지금은 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입이 가능합니다. 고객님께서 새로운 보험으로 전환하실 경우 **10% 지급** 조건으로 진행해드리니, 언제든지 문의해 주세요""",other
실례지만 제가 지금 보험이 있는데도 가입할 수 있나요?,,"""네, 현재 보험이 있으셔도 가입할 수 있습니다. 기존 보험과 비교해보시고 더 좋은 조건으로 변경하실 수 있어요. 궁금한 점 있으시면 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/31fcb8769d3bee60.wav,31fcb8769d3bee60,41f1a59aa1e8b47f,chatbot_response,batch_approval_script,실례지만 제가 지금 보험이 있는데도 가입할 수 있나요?,"""네, 현재 보험이 있으셔도 가입할 수 있습니다. 기존 보험과 비교해보시고 더 좋은 조건으로 변경하실 수 있어요. 궁금한 점 있으시면 언제든지 말씀해 주세요""",other
어 지금 보험 있어요.,,"""네, 현재 보험이 있으시군요! 그런데 자동차 보험 견적만 의뢰주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 문자로 자세한 내용 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/b02f9bb6f2f153b0.wav,b02f9bb6f2f153b0,112efdf85901efba,chatbot_response,batch_approval_script,어 지금 보험 있어요.,"""네, 현재 보험이 있으시군요! 그런데 자동차 보험 견적만 의뢰주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 문자로 자세한 내용 보내드릴게요""",other
죄송하지만 지금 보험 있어요.,,"""네, 현재 보험이 있으시군요. 고객님, 자동차 보험 견적만 의뢰해 주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/027ea1f97baf979a.wav,027ea1f97baf979a,015da51a96b7175f,chatbot_response,batch_approval_script,죄송하지만 지금 보험 있어요.,"""네, 현재 보험이 있으시군요. 고객님, 자동차 보험 견적만 의뢰해 주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 감사합니다""",other
음 지금 보험 있어요.,,"""네, 현재 보험이 있으시군요. 자동차 보험 견적 의뢰만 주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 오늘 문자도 보내드렸습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/902907297f4f8a99.wav,902907297f4f8a99,06ecb3aa3f47760c,chatbot_response,batch_approval_script,음 지금 보험 있어요.,"""네, 현재 보험이 있으시군요. 자동차 보험 견적 의뢰만 주셔도 **cu모바일 5천원권** 드리니 많은 소개 부탁드립니다. 오늘 문자도 보내드렸습니다""",other
실례지만 지금 보험 있어요.,,"""네, 현재 보험이 있으시군요. 저희는 고객님들께 다이렉트 보험 견적을 의뢰하시면 **cu모바일 5천원권**을 드리고 있으니, 많은 소개 부탁드립니다. 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/3011d5324f710f80.wav,3011d5324f710f80,cce0c013a39f89ff,chatbot_response,batch_approval_script,실례지만 지금 보험 있어요.,"""네, 현재 보험이 있으시군요. 저희는 고객님들께 다이렉트 보험 견적을 의뢰하시면 **cu모바일 5천원권**을 드리고 있으니, 많은 소개 부탁드립니다. 😊""",other
잠깐만 지금 보험 있어요.,,"""네, 현재 보험이 있으시군요. 하지만 저희는 자동차 보험 견적 의뢰만 주셔도 **cu 모바일 5천원권**을 드리고 있으니, 많은 소개 부탁드립니다! 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/ed99990ba40e0013.wav,ed99990ba40e0013,75efd8affaa0bc25,chatbot_response,batch_approval_script,잠깐만 지금 보험 있어요.,"""네, 현재 보험이 있으시군요. 하지만 저희는 자동차 보험 견적 의뢰만 주셔도 **cu 모바일 5천원권**을 드리고 있으니, 많은 소개 부탁드립니다! 감사합니다""",other
혹시 지금 보험 있어요.,,"""네, 현재 이용 중이신 보험사와 비교해보시면 좋을 것 같습니다. 저희는 **수수료 7%** 조건으로 진행하고 있으며, **cu모바일 5천원권**도 드립니다. 많은 소개 부탁드립니다""",ko-KR,s3://tts-bucket-250810/ko-KR/3f591bd3ed380c72.wav,3f591bd3ed380c72,cb7d4bd4058392be,chatbot_response,batch_approval_script,혹시 지금 보험 있어요.,"""네, 현재 이용 중이신 보험사와 비교해보시면 좋을 것 같습니다. 저희는 **수수료 7%** 조건으로 진행하고 있으며, **cu모바일 5천원권**도 드립니다. 많은 소개 부탁드립니다""",other
지금 보험 있어요,,"""네, 현재 이용 중인 보험이 있으시군요. 저희 차집사에서는 자동차 보험 견적 의뢰만 주셔도 **cu모바일 5천원권**을 드리고 있습니다. 많은 소개 부탁드립니다! 💌""",ko-KR,s3://tts-bucket-250810/ko-KR/b8c46f8dd4ca648e.wav,b8c46f8dd4ca648e,0a13186b0eb34d2b,chatbot_response,batch_approval_script,지금 보험 있어요,"""네, 현재 이용 중인 보험이 있으시군요. 저희 차집사에서는 자동차 보험 견적 의뢰만 주셔도 **cu모바일 5천원권**을 드리고 있습니다. 많은 소개 부탁드립니다! 💌""",other
아 지금 보험 있어요.,,"""네, 현재 이용 중인 보험이 있으시군요. 저희는 기존 보험과 관계없이 고객 소개만 해주셔도 **cu 모바일 5천원권** 드리고 있습니다. 관심 있으시면 언제든지 연락 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/4fed033b841ee759.wav,4fed033b841ee759,ec69e26c84e6f25e,chatbot_response,batch_approval_script,아 지금 보험 있어요.,"""네, 현재 이용 중인 보험이 있으시군요. 저희는 기존 보험과 관계없이 고객 소개만 해주셔도 **cu 모바일 5천원권** 드리고 있습니다. 관심 있으시면 언제든지 연락 주세요""",other
어 지금 것도 괜찮아요.,,"""네, 현재 이용 중인 업체가 괜찮으시군요! 하지만 저희는 특별한 혜택을 제공하고 있으니, 한번 고려해보시면 좋을 것 같아요. 😊 추가 정보가 필요하시면 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/ae4d468b0a0000fc.wav,ae4d468b0a0000fc,dccf2bc51e4cc74f,chatbot_response,batch_approval_script,어 지금 것도 괜찮아요.,"""네, 현재 이용 중인 업체가 괜찮으시군요! 하지만 저희는 특별한 혜택을 제공하고 있으니, 한번 고려해보시면 좋을 것 같아요. 😊 추가 정보가 필요하시면 언제든지 말씀해 주세요""",other
혹시 지금 것도 괜찮아요.,,"""네, 현재 이용 중인 업체가 괜찮으시다면 괜찮습니다. 하지만 저희는 수수료 7%와 높은 체결율 95%로 많은 분들이 함께 하고 있어요. 필요하시면 언제든지 연락주세요! 😊""",ko-KR,s3://tts-bucket-250810/ko-KR/ec342221e2b9c6ce.wav,ec342221e2b9c6ce,d730048db128d8c7,chatbot_response,batch_approval_script,혹시 지금 것도 괜찮아요.,"""네, 현재 이용 중인 업체가 괜찮으시다면 괜찮습니다. 하지만 저희는 수수료 7%와 높은 체결율 95%로 많은 분들이 함께 하고 있어요. 필요하시면 언제든지 연락주세요! 😊""",other
음 이미 가입되어 있어요.,,"""네, 현재 이용 중인 업체가 있으시군요. 저희는 수수료 7%로 진행하고 있으니, 혹시 관심 있으시면 언제든지 연락 주세요. 문자로 간단 정보도 보내드릴게요! 감사합니다! 📱""",ko-KR,s3://tts-bucket-250810/ko-KR/7130c424b3aa584c.wav,7130c424b3aa584c,9917e07d04af5768,chatbot_response,batch_approval_script,음 이미 가입되어 있어요.,"""네, 현재 이용 중인 업체가 있으시군요. 저희는 수수료 7%로 진행하고 있으니, 혹시 관심 있으시면 언제든지 연락 주세요. 문자로 간단 정보도 보내드릴게요! 감사합니다! 📱""",other
잠깐만 지금 것도 괜찮아요.,,"""네, 현재 이용 중인 업체도 괜찮으시군요! 저희는 **최대 7% 수수료 조건**으로 진행하고 있으니, 나중에라도 비교해보시면 좋을 것 같아요. 😊 카톡으로 자세한 내용 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/ff2fbcfdf634a44c.wav,ff2fbcfdf634a44c,658c54a89f826cac,chatbot_response,batch_approval_script,잠깐만 지금 것도 괜찮아요.,"""네, 현재 이용 중인 업체도 괜찮으시군요! 저희는 **최대 7% 수수료 조건**으로 진행하고 있으니, 나중에라도 비교해보시면 좋을 것 같아요. 😊 카톡으로 자세한 내용 보내드릴게요""",other
음 다른 수수료는 안 받아요?,,"""네, 현재는 소개해주신 고객이 가입 시 최대 7% 수수료만 지급하고 있습니다. 다른 수수료는 없어요""",ko-KR,s3://tts-bucket-250810/ko-KR/fde6427a19728d90.wav,fde6427a19728d90,87565e51066d6a43,chatbot_response,batch_approval_script,음 다른 수수료는 안 받아요?,"""네, 현재는 소개해주신 고객이 가입 시 최대 7% 수수료만 지급하고 있습니다. 다른 수수료는 없어요""",fee_question
음 홈페이지 있어요?,,"""네, 홈페이지 있습니다! 차집사 검색하시면 쉽게 찾아보실 수 있습니다. 궁금한 점 있으면 언제든지 문의해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/4b7681cc9535ac61.wav,4b7681cc9535ac61,879d0c13cb1824e4,chatbot_response,batch_approval_script,음 홈페이지 있어요?,"""네, 홈페이지 있습니다! 차집사 검색하시면 쉽게 찾아보실 수 있습니다. 궁금한 점 있으면 언제든지 문의해 주세요""",about_company
음 홈페이지 주소 알려주실 수 있나요,,"""네, 홈페이지 주소는 **www.chajipsa.com**입니다. 필요하신 정보가 있으시면 언제든지 문의 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/a89b5fc8cc41aaa9.wav,a89b5fc8cc41aaa9,0c08ba5231ac98ae,chatbot_response,batch_approval_script,음 홈페이지 주소 알려주실 수 있나요,"""네, 홈페이지 주소는 **www.chajipsa.com**입니다. 필요하신 정보가 있으시면 언제든지 문의 주세요""",about_company
지금은 회의 중이라 잠시 힘들어요,,"""네, 회의 끝나고 연락 주셔도 됩니다. 문자로 간단한 정보 보내드릴게요! 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/7838523f3a998d2c.wav,7838523f3a998d2c,5e147b33e45aabd7,chatbot_response,batch_approval_script,지금은 회의 중이라 잠시 힘들어요,"""네, 회의 끝나고 연락 주셔도 됩니다. 문자로 간단한 정보 보내드릴게요! 감사합니다""",other
잠깐만 회의중입니다,,"""네, 회의 중이시군요! 필요한 정보를 문자로 보내드리겠습니다. 감사합니다""",ko-KR,s3://tts-bucket-250810/ko-KR/a3467a901945e81e.wav,a3467a901945e81e,709c4c5952d7ed12,chatbot_response,batch_approval_script,잠깐만 회의중입니다,"""네, 회의 중이시군요! 필요한 정보를 문자로 보내드리겠습니다. 감사합니다""",other
어떤 조건이 있어야 가입할 수 있나요,,"""다이렉트 가입은 사고 이력이 적어야 가능하고, 사고가 많으신 경우 오프라인으로 가입하실 수 있습니다. 추가 질문 있으시면 언제든지 말씀해 주세요!""",ko-KR,s3://tts-bucket-250810/ko-KR/636b3b79a1509c5d.wav,636b3b79a1509c5d,12d1296474e15bd3,chatbot_response,batch_approval_script,어떤 조건이 있어야 가입할 수 있나요,"""다이렉트 가입은 사고 이력이 적어야 가능하고, 사고가 많으신 경우 오프라인으로 가입하실 수 있습니다. 추가 질문 있으시면 언제든지 말씀해 주세요!""",other
어 어떤 조건이 있어야 가입할 수 있나요?,,"""다이렉트 가입은 사고건수에 따라 달라지는데, 사고가 많으신 분들은 오프라인으로도 가입하실 수 있어요. 구체적인 조건은 상담 후 안내해드릴 수 있으니 편하게 문의 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/df9a511fb2758280.wav,df9a511fb2758280,ba49895ca00c8896,chatbot_response,batch_approval_script,어 어떤 조건이 있어야 가입할 수 있나요?,"""다이렉트 가입은 사고건수에 따라 달라지는데, 사고가 많으신 분들은 오프라인으로도 가입하실 수 있어요. 구체적인 조건은 상담 후 안내해드릴 수 있으니 편하게 문의 주세요""",other
아 어떤 조건이면 가입할 수 있나요,,"""다이렉트 가입은 사고건이 적고, 보험 이력이 좋은 고객님들께 가능합니다. 사고가 많으신 경우에는 오프라인으로 가입하실 수 있어요. 더 궁금하신 점 있으면 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/2751f4e7759bc5d8.wav,2751f4e7759bc5d8,79828a8063c8330d,chatbot_response,batch_approval_script,아 어떤 조건이면 가입할 수 있나요,"""다이렉트 가입은 사고건이 적고, 보험 이력이 좋은 고객님들께 가능합니다. 사고가 많으신 경우에는 오프라인으로 가입하실 수 있어요. 더 궁금하신 점 있으면 말씀해 주세요""",other
지금은 어떤 조건이면 가입할 수 있나요,,"""다이렉트 가입은 사고건이 적은 경우에 가능하고, 사고가 많거나 기타 사유로 가입이 어려운 고객님은 오프라인으로 가입할 수 있습니다. 필요한 경우 더 자세한 정보 드릴 수 있습니다""",ko-KR,s3://tts-bucket-250810/ko-KR/34e9ec1a8ade97ba.wav,34e9ec1a8ade97ba,d7a32d0961965767,chatbot_response,batch_approval_script,지금은 어떤 조건이면 가입할 수 있나요,"""다이렉트 가입은 사고건이 적은 경우에 가능하고, 사고가 많거나 기타 사유로 가입이 어려운 고객님은 오프라인으로 가입할 수 있습니다. 필요한 경우 더 자세한 정보 드릴 수 있습니다""",other
다이렉트는 까다롭잖아요,,"""다이렉트는 간단하게 진행할 수 있도록 도와드려요. 고객님이 소개해주신 분이 가입하면 **수수료 지급**으로 혜택이 있으니, 한번 고려해보세요! 문자로 자세한 내용 보내드릴게요.""",ko-KR,s3://tts-bucket-250810/ko-KR/b100053eae414102.wav,b100053eae414102,bb3598bf26b9ed72,chatbot_response,batch_approval_script,다이렉트는 까다롭잖아요,"""다이렉트는 간단하게 진행할 수 있도록 도와드려요. 고객님이 소개해주신 분이 가입하면 **수수료 지급**으로 혜택이 있으니, 한번 고려해보세요! 문자로 자세한 내용 보내드릴게요.""",other
혹시 담당자가 바뀌면 어떻게 되나요?,,"""담당자가 바뀌면 새로운 담당자가 연락드릴 거고, 기존의 혜택은 그대로 유지됩니다. 추가로 궁금하신 점은 언제든지 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/69171c9b6368e2be.wav,69171c9b6368e2be,8e8d337a0b67fbb0,chatbot_response,batch_approval_script,혹시 담당자가 바뀌면 어떻게 되나요?,"""담당자가 바뀌면 새로운 담당자가 연락드릴 거고, 기존의 혜택은 그대로 유지됩니다. 추가로 궁금하신 점은 언제든지 말씀해 주세요""",other
아 왜 7%인지 근거가 있을까요,,"""딜러님, 소개료 7%는 업계 표준에 맞춘 혜택으로, 고객님이 다이렉트로 가입할 경우 비용 절감 효과를 드리기 위해 설정되었습니다. 고객님과 딜러님 모두에게 이득이 되도록 마련된 조건입니다""",ko-KR,s3://tts-bucket-250810/ko-KR/f1f4ec9539c39256.wav,f1f4ec9539c39256,8aa64898a073f117,chatbot_response,batch_approval_script,아 왜 7%인지 근거가 있을까요,"""딜러님, 소개료 7%는 업계 표준에 맞춘 혜택으로, 고객님이 다이렉트로 가입할 경우 비용 절감 효과를 드리기 위해 설정되었습니다. 고객님과 딜러님 모두에게 이득이 되도록 마련된 조건입니다""",fee_question
혹시 실제로 제가 내야 하는 금액은 얼마예요?,,"""딜러님께서 고객님을 소개해주시면 고객님은 **다이렉트 보험료로** 가입하시게 되고, 딜러님은 **수수료 7%**를 받게 됩니다. 딜러님께서는 추가 비용이 없으니 걱정하지 않으셔도 됩니다""",ko-KR,s3://tts-bucket-250810/ko-KR/19b14c20476fa04e.wav,19b14c20476fa04e,c01f96eeb66d8da0,chatbot_response,batch_approval_script,혹시 실제로 제가 내야 하는 금액은 얼마예요?,"""딜러님께서 고객님을 소개해주시면 고객님은 **다이렉트 보험료로** 가입하시게 되고, 딜러님은 **수수료 7%**를 받게 됩니다. 딜러님께서는 추가 비용이 없으니 걱정하지 않으셔도 됩니다""",other
지금은 보험료가 비쌀 텐데요?,,"""맞아요, 보험료가 비쌀 수 있지만 저희는 여러 보험사와 연계해 가장 저렴한 보험료를 찾아드립니다. 문자로 더 자세한 내용 보내드릴게요""",ko-KR,s3://tts-bucket-250810/ko-KR/f9561c9d4d887093.wav,f9561c9d4d887093,98795b52eb961dca,chatbot_response,batch_approval_script,지금은 보험료가 비쌀 텐데요?,"""맞아요, 보험료가 비쌀 수 있지만 저희는 여러 보험사와 연계해 가장 저렴한 보험료를 찾아드립니다. 문자로 더 자세한 내용 보내드릴게요""",other
지금은 자세히 설명해 주세요.,,"""물론입니다! 자동차 판매 시 고객을 소개해 주시면, 그에 대한 광고비를 제공해 드립니다. 소개된 고객이 다이렉트 보험에 가입하면 최대 7%의 수수료를 다음날 바로 지급해 드립니다. 더 궁금한 사항이 있으시면 말씀해 주세요""",ko-KR,s3://tts-bucket-250810/ko-KR/f91ae32b6e233d03.wav,f91ae32b6e233d03,f8368e413a631b4b,chatbot_response,batch_approval_script,지금은 자세히 설명해 주세요.,"""물론입니다! 자동차 판매 시 고객을 소개해 주시면, 그에 대한 광고비를 제공해 드립니다. 소개된 고객이 다이렉트 보험에 가입하면 최대 7%의 수수료를 다음날 바로 지급해 드립니다. 더 궁금한 사항이 있으시면 말씀해 주세요""",other
