_id,question,answer
110,"보험금 청구시 본인 확인에 대한 증표범위는","▣실명확인 증표：주민등록증이 원칙.
단, 국가기관 또는 지방자치단체, 교육법에 의한 학교장이 발급 한 것으로서 성명, 주민등록번호가 기재되어 있고 부착된 사진(압인)에 의하여 본인임을 확인 할 수 있는 증표도 가능
  ① 일반인：주민등록증, 운전면허증(임시 면허증제외), 경로우대증, 공무원증, 여권
② 학 생：학생증
③ 군 인：전역증 또는 장기하사관 이상의 신분증(휴가증제외)"
111,"보험금 청구시 재해를 증명할수 있는 서류는","재해사고 증명서로는 교통사고인 경우는 경찰서에서 발급하는 교통사고사실확인원, 손해보험사에서 발급하는 자동차보험금처리내역서등이 있습니다. 산업재해일 경우에는 해당회사에서 발급하는 산재요양신청서가 있습니다. 그 외 증명서 발급이 안되는 경우는 병원에서 발급하는 진료기록지 사본으로 대체 가능합니다."
112,"보험료 납입 못해 실효되었는데 부활 가능하나","보험료 납입연체로 인해 계약이 해지되었으나 해약환급금을 받지 아니한 경우 계약자는 해지된 날로부터 2년 이내에 회사가 정한 절차에 따라 계약의 부활을 청약할 수 있습니다. 보험회사가 이를 승낙한 때에는 부활을 청약한 날까지의 연체보험료와 연체이자를 더하여 납입하여야 합니다.
 "
113,"보험료 납입기간을 단축시키고 싶은데","보험계약의 내용은 계약이 유효한 경우 언제든지 변경이 가능합니다. 그런데 계약내용변경(보종, 보험기간, 납입기간, 납입주기, 특약감액 또는 해약)은 책임준비금이나 보험료의 변경 등으로 환급금 또는 부족금이 발생할 수도 있음에 유의하셔야 합니다.
또한 가입하신 상품에 따라 계약내용변경의 가능 여부가 각각 다르므로 사전에 저희 회사로 문의하시기 바랍니다. 참고하실 것은 보험기간(납입기간)의 연장 또는 특약의 증액 변경은 불가능합니다. 이 점 착오 없으시기 바랍니다. 계약내용변경 신청절차는 아래와 같습니다.
① 계약자 본인이 직접 계약내용 변경을 신청하실 경우에는 본인 신분증과 예금통장 사본(해약환급금이 지급될 경우에 송금처리를 위함입니다.)를 지참하시어 저희 회사 가까운 영업점에 직접 내방하시어 회사 양식의 「보험계약내용신청서」를 작성, 제출하여 주시면 됩니다. 직접 내방하시기가 곤란한 고객님께서는 저희 회사로 연락주시면 친절히 안내하여 불편이 없도록 해 드립니다.
② 계약자 본인을 대신하여, 대리인이 계약내용 변경 신청을 하실 경우에는 계약자 인감증명서와 인감도장, 대리인의 신분증, 계약자 통장사본 등을 준비하고 저희 회사 가까운 영업점에 직접 내방하시어 회사 양식의 「보험계약내용신청서」를 작성, 제출하여 주시면 됩니다."
114,"보험료 납입주기를 변경하고 싶은데","보험료 납부 주기는 1개월납, 3개월납, 6개월납 및 연납이 있습니다.
3개월납, 6개월납, 연납으로부터 1개월납으로의 변경은 계약자가 원하는 때에 항시 변경이
가능합니다. (변액종신보험, 변액유니버셜보험, 변액연금은 납입주기 변경불가)
  그러나, 1개월납에서 비월납(3개월, 6개월, 연납)으로의 변경은 이미 납부한 보험료
납부회수가 변경하고자 하는 납부주기의 배수와 일치하는 시점에만 가능합니다.
  예를 들어 이미 납부한 보험료 납부회수가 12회인 경우 1개월납, 3개월납 또는 6개월납으로
변경 가능합니다. 변경을 원하시는 경우, 담당 라이프플래너를 통하여 신청하시기 바랍니다."
115,"보험료 연체 중 보험사고의 발생한 경우 보상은","  보험사는 공통적으로 ‘보험료 납입유예 기간’을 적용하여 운용하고 있습니다.
  해당월 보험료가 입금이 안되었을 시에 그 다음달 말일까지 보험료를 입금하시면 보장에는 전혀 차이가 없습니다. 단, ‘보험료 납입유예 기간’이 종료되는 그 다음달 1일부터는 보장이 중지되오니, 이점 참고하셔서 보험계약실효로 인한 불이익이 발생하지 않도록 유의하시기 바랍니다.
   "
116,"보험료 자동대출 납부란 무엇인가","보험료 자동대출납입이란, 보험료의 납입 최고 기간이 끝나는 날까지 보험료가 납부되지 않아, 계약이 해지 될 경우, 회사가 최고 기간이 끝나는 날에 해당 계약의 보험계약대출금으로 보험료를 납입하여 계약의 효력을 지속시킴으로써, 고객에게 생명보험의 보장을 최대한 제공하는 제도입니다.
이 제도는 사전에 서면신청을 통하여 적용할 수 있으며, 1년을 한도로 적용합니다.
  1년이 경과하면 이 제도는 자동으로 중지되며, 계속하여 보험료 자동대출 제도를 이용하실 경우 다시 서면을 통하여 신청하셔야 합니다.
자동대출 제도가 중지되어도 자동이체 신청이 되어있고 자동이체 계좌가 정상적으로 등록되어 있는 경우에는 자동이체계좌로 보험료와 대출이자가 자동이체 청구 됩니다.  
다만, 자동이체계좌가 해지된 경우에는 다시 자동이체 신청을 하셔야 자동이체로 보험료와 대출이자가 이체 청구 됩니다.
  보험료 자동대출 처리 금액 = 보험료 + 보험계약대출이자 + 보험료자동대출이자
※ 보험계약대출 이자, 보험료 자동대출이자 모두 보험료 자동대출로 처리됩니다."
117,"보험료의 선납은 어떻게 하나","(가까운 은행을 방문하시거나 고객센타를 통해 안내를 받으시고 해당계좌로 송금을 해주시면 됩니다.)
당일에 송금을 못 하실 경우, 선납할인보험료의 변경이 있을 수 있으므로 고객센터를 통해 정확한 금액을 재안내 받으시기 바랍니다.
또한, 상품에 따라 선납이 안 되는 경우도 있으므로 당사 고객센타를 통해서 문의하시고 처리하시면 신속하게 처리가 가능합니다."
118,"보험사의 착오로 주소변경이 처리되지 않았는데","이사를 하게 되어 해당 보험사 관리점포를 방문하여 주소변경을 통지하였으나, 회사 직원이 이를 잘못 처리하였는지 변경된 주소지로 보험료 납입통지서가 오지 않았는데 어떻게 되나?
  계약자가 주소변경 통지의무를 이행하였음에도 불구하고 보험사 직원의 사무착오로 납입고지서가 교부되지 않았다면 납입기일로부터 3개월되는 날까지 계약은 계속 효력을 가짐. (근거규정 : 상품관리규정 제59조 "주소변경통지", 제60조 "보험료의 납입연체시 계약의 효력")"
119,"보험회사 승낙 전 발생한 사고의 보상은","보험에 가입하고 보험증권을 받기도 전에 보험금 지급사유 발생 시 보험금을 받을 수 있는지요?
  보험계약은 보험계약자의 청야과 보험회사의 승낙으로 이루어지며, 회사가 계약의 청약을 승낙하고 제 1회 보험료를 받은 때로부터 또는 청약시에 제 1회보험료를 받고 청약을 승낙한 경우에는 제 1회보험료를 받은 때로부터 책임을 짐에 따라서 제1회 보험료를 보험청약시 납입하였다면 승낙전이라도 사고에 따른 장해급여금 및 입원급여금을 수령하실 수 있습니다."
120,"보험회사가 파산하면 어떻게 보호받을 수 있나","보험회사가 파산하면 계약자는 어떻게 보호받을 수 있는 지 궁금합니다. 또 파산 시 보험금 청구 방법도 알려주세요.
  보험회사의 경영이 악화된 경우 보험업법에서 규정하고 있는 "계약이전제도"에 의해 다른 보험회사로 계약을 이전하는 보호장치가 마련되어 있습니다. 또한 만약 파산 등으로 인해 보험계약상의 채무를 이행할 수 없는 경우에는 "예금자보호법"에 의해 지급이 보장되며, 현행 예금자보호법상 생명보험계약은 보험계약체결 시기에 관계없이 파산 금융기관당 1인당 기준으로 해약환급금(또는 사고보험금이나 만기보험금)에 기타 지급금을 합쳐서 5,000만원을 한도로 하고 있습니다.
 "
121,"불필요한 특약만 해약할 수 있나",""가입하신 보험 중 특정 특약을 유지할 의사가 없으신 경우 특약만 해약하실 수 있습니다.(단, 선택특약만 해약신청이 가능하며, 고정부가특약은 해약이 불가합니다.) 특약의 해약신청 절차는 다음과 같습니다.
지점을 방문하실 경우 : 신청자가 계약자 본인일 경우 주민등록증을 지참하시면 됩니다.(대리인 신청일 경우 계약자 인감증명서, 주민등록등본, 신청자 주민등록증을 지참하셔야 합니다.)""
122,"비월납에서 월납으로 바꾸려고 하는데","저희 회사 양식의 「보험계약내용신청서」를 작성, 제출하여 주시면 됩니다. 해당 월도에 변경이 가능하고 변경 후에는 변경된 증권을 보내드립니다. 가까운 저희 회사 영업점을 방문하시거나 연락을 주시면 친절히 안내하여 드립니다."
123,"실효된 계약의 해약은 어떻게 처리하나","실효된 계약의 실효해약 환급금이 100만원 미만인 경우 저희 회사로 전화신청 하시면 계약자 본인 확인후 통장으로 송금하여 드립니다. 그러나 환급금이 100만원이 초과되는 건은 실효전 3개월 이상 자동이체로 인출된 건에 한하여 1,000만원까지 저희 회사 우리아비바콜센터에서 접수 받아 처리하여 드립니다.상기외 실효해약 신청은 정상적인 해약 절차를 밟으셔야 합니다."
124,"실효된 보험계약의 부활 절차는","보험계약자가 보험료 납입최고 기간 내에 보험료를 납입하지 아니하여 계약이 해지 되었으나 해약환급금을 회사로부터 받지 않은 경우 해지 된 날로부터 2년 이내에 회사가 정한 절차에 따라 계약의 부활을 청약할 수 있으며, 회사가 이를 승낙한 때에는 계약자는 부활을 청약한 날까지의 연체보험료에 예정이율 + 1％ 범위 내에서 회사가 정하는 이율로 계산한 금액을 더하여 납입 하여야 합니다."
125,"연말정산시 소득 공제 가능한 상품 및 방법은","소득공제 납입증명서 발행 대상 상품에는 보장성 보험 및 개인연금저축보험,
특약보험료가 해당되며,계약자 본인 명의의 공인 인증서를 소지하신 개인 고객께서는
국세청 홈페이지 또는 ING 생명 홈페이지를 방문하시면 즉시 발급 및 조회가 가능합니다.
  또한, 소득 공제 납입증명서 발행금액은 발행일 현재 정상유지중인 계약에 한해서
해당연도 12월분 까지 반영되며, 실효, 해약, 만기계약은 실제 납입월분 까지 반영됩니다.
  단, 개인연금 저축은 당해년도 해약시 소득공제 납입증명서 발행이 불가하오니
참고해주시기 바랍니다.
 "
126,"외국 거주 중 보험 해약은 어떻게 하나","국내에 거주하고 계신 대리인에게 위임을 통해서 해약을 신청하실 수 있습니다. 단, 대리인은 계약자의 배우자 또는 직계존비속에 한하여 청구가 가능합니다. 구비서류 및 해약신청 절차는 다음과 같습니다.
- 구비서류 : 보험증권(생략 가능), 보험금 청구 및 수령 위임장, 대리수령자 신분증
- 수령절차
① 국내 대리 수령자가 외국 거주 계약자에게 위임장(회사양식)을 송부
② 외국거주 계약자가 위임장을 자필로 작성
③ 주재 영사관에서 사실확인(외국거주 계약자)
※단, 외국국적 취득자에 대한 영사관 사실확인 업무폐지로 외국국적 취득자의 경우 외국국적 공증인(변호사)에 의한 공증(Notary Public)을 받아야 하며, 공증인(변호사) 자격증 사본을 함께 첨부해야 함(전건 위임여부 유선 확인 후 관리자 책임하에 지급처리)
④ 국내 대리수령자에게 기작성된 위임장 송부
⑤ 대리인이 보험금 청구
⑥ 서류 및 계약자 유선 확인후 해약 처리"
127,"전화로 보험 가입은 녹취로 자필서명을 대신하나","전화로 보험가입 안내를 받고, 보험계약을 체결할 때 녹취로써 자필서명을 대신한다고 하는데 사실인가요?
  (생명보험 계약의 경우?)전화로 보험계약을 체결할 경우 보험계약자, 보험대상자(피보험자) 및 보험수익자의 자필서명의 면제가 가능하며, 대신 계약상담 내용을 녹음하여 이를 대신합니다."
128,"정정변경신청시 구비서류는","▣ 정정건에 대해서 주민번호 2자리이하, 이름 1자정도의 변경은 등본 또는 주민등록증으로 처리가능하고, 그 이상은 인감증명서 및 주민등록 초본으로 처리가능합니다.
  ▣변경건에 대해서는 계약자 본인이 직접 변경청구시에는 실명확인증표와 계약자 본인의 예금통장 사본(혹시, 해약환급금이 지급될 경우에 송금처리를 위함입니다.), 정정변경 신청서상에 계약자 본인의 자필서명으로 처리가능합니다.
  ▣그러나, 대리인이 변경신청시는 계약자 인감증명서 와 실명확인증, 통장사본 및 정정변경신청서를 준비하여 방문하시면 됩니다."
129,"정정변경이란 무엇인가","계약자의 요청에 의해 보험의 기간, 납입기간, 특약의 감액, 주계약의 감액등으로 인해 보험료의 변경과 계약자 및 수익자를 변경함을 의미합니다."
130,"지난 달에 이어 이번 달에도 납입하지 못하면 실효되나","지난 달에 이어 이번 달에도 보험료 납입을 못했습니다. 언제까지 납입해야 보험계약이 실효되지 않을까요?
  "결론부터 답하자면 이달 말일까지 연체된 보험료를 납입해야 합니다. 계약자가 제 2회 이후의 보험료를 납입기일까지 납입하지 않으면 납입기일 다음 날부터 납입기일이 속하는 달의 다음달 말일까지를 납입최고(독촉) 기간으로 하며, 이때까지 보험료가 납입되지 않은 경우 납입최고(독촉) 기간이 끝나는 날의 다음 날(1일) 보험계약이 해지(실효)됩니다.""
131,"질병 담보 보험에서 선천성 질환 보상되나","질병을 담보하는 생명보험에서 보험가입후 선천성 질환에 대한 수술을 받은 경우 보험금을 받을 수 있는지?
  암 등 질병을 담보하는 생명보험에서는 보험가입 이후에 발생한 질병의 수술에 대해서는 보험금을 지급하나, 이번과 같이 선천성 질환에 대하여는 보험금을 지급하지 않습니다."
132,"청약철회 기간(15일)에 가입일이 포함되나","청약철회 기간이 15일이라고 안내 받았습니다. 가입일을 포함하나요? 그리고 철회마감일이 휴일입니다. 어떻게 처리하나요?
  가입일은 포함하지 않습니다. 또한 철횓마감일이 휴일이면 익일까지 청약철회 가능합니다."
133,"초회보험료 납입 후, 승낙 전 사고 보상되나","보험회사는 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가 발생하였을 때에도 책임을 집니다. 따라서 이 경우, 회사는 보험금을 지급하여야 합니다.(단, 계약전 알릴의무위반의 경우는 제 외) ☞ 근거 : 생명보험표준약관 제9조(제1회 보험료 및 회사의 책임개시일)
 "
134,"특약은 어느 정도를 넣는 것이 적당한가","특약은 최대한 많이 넣는게 좋은가요?
예로 주계약 1구좌에 특약 2구좌(맞는 말인지..;; 암튼 특약을 2배로 한다고 하던데..)
아님 주계약 2구좌하고 그에 따른 특약을 넣는게 나은지..
두가지 보험료 차이는 그다지 크지 않던데...
    일반적으로 보험상품에 따라 틀려질 수 있는데  특약의 경우
주계약에서 보장하지 않는 부분에 대해 추가적으로 보장을 받기 위해서
가입하시거나,   또는 특정부분에 중복보장을 위해서 가입을 하는 경우입니다.
 일단 추천드리는 특약으로는  수술에 관한 보장과  입원특약은 필히 가입을
 권해드리며,   추가적으로 필요하신 부분을 선택하시는 것이 좋을 것입니다.
님의 성향에 따라서 경제적 여유,  만기시환금급의 여부에 따라서 설계방향이 달라질 수 있습니다.
 "
135,"할아버지가 손자의 교육보험을 가입할 수 있나","교육보험은 일반적으로 부모가 자녀를 위해 가입하는 경우가 대부분이나 다른 경우도  
있습니다.  
  할아버지가 계약자겸 보험대상자(주피보험자)가되고 손자가 보험대상자(종피보험자)가 되는 교육보험에 가입할 수  
있으나 할아버지의 연령이 가입연령을 초과한 경우라면 할아버지가 계약자가 되고 자녀를  
보험대상자(주피보험자), 손자를 보험대상자(종피보험자)로 하는 교육보험에 가입할 수 있습니다."
136,"해약환급금이 납입보험료보다 적은 이유","원리금이 보장되는 은행의 저축과는 달리 보험은 위험보장과 저축을 겸한 상품이므로, 계약자가 납입한 보험료중 일부는 불의의 사고를 당한 다른 계약자에게 지급되는 보험금으로 사용되고, 또 일부는 보 험회사의 운영에 필요한 경비로 사용되기 때문에 보험계약을 중도에 해약한 경우 지급되는 해약환급금은 그 동안 납입한 보험료보다 적거나 또는 없을 수도 있습니다. 따라서 보험가입자는 보험가입시 상품의 보장내용 뿐만 아니라 보험료, 보험료 납입기간, 납입방법, 보험가입 금액, 기간별 해약환급금 규모 등을 꼼꼼히 확인하셔야 합니다."
137,"10대중과실사고시 형사합의금, 벌금은 얼마까지 보상되나","통상 사망사고에 대한 벌금은 3백만원에서 최고 2천만원까지 부과됩니다. 사망사고에 대한 형사합의금은 피해자와의 합의로 결정되는 금액이므로 통상적인 금액이 있다고 보기는 어렵습니다. 운전자보험에서 보장하는 형사합의금은 상품마다 차이가 있으므로 가급적 높은 금액을 보장하는 상품을 선택하시는 것이 좋습니다. 벌금은 모든 운전자보험에서 최고 2천만원까지 동일하게 보장하므로 보험상품간 차이가 없습니다."
138,"10대 중과실 사고란","1. 신호위반 사고
신호기 또는 교통정리를 하는 경찰공무원등의 신호나 통행의 금지 또는 일시정지를 내용으로 하는 안전표지가 표시하는 지시를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
2. 중앙선침범 사고
중앙선을 침범하여 교통사고가 발생한 경우 또는 고속도로나 자동차전용도로에서 횡단, 회전, 후진중에 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
3. 속도위반 사고
제한속도를 20Km초과하여 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
4. 앞지르기방법 및 금지 위반 사고
앞지르기의 방법, 금지시기, 금지장소 또는 끼어들기의 금지를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
5. 철도건널목 통과방법위반 사고
철도 건널목을 통과할 때는 일시정지하여 안전을 살펴야 하는데 이를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
6. 횡단보도 사고
횡단보도에서 보행자보호의무를 위반하여 교통사고가 발생한 경우를 말합니다.이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
7. 무면허운전 사고
운전면허 또는 건설기계조종사면허를 받지 않고 운전하거나 국제운전면허증을 소지하지 않고 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
8. 음주운전 사고
술에 취한 상태로 운전하거나 마약, 대마, 향정신성의약품 등 약물을 복용하고 운전하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
9. 보도침범 사고
운전 차량이 보도를 침범하거나 횡단하던 중 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다.
10. 승객추락방지의무위반 사고
자동차에 타고 있는 사람 또는 타고 내리는 사람이떨어지지 않게 문을 정확히 여닫아야 하는 의무를 위반하여 교통사고가 발생한 경우를 말합니다. 이 경우 5년 이하의 금고 또는 2천만원 이하의 벌금형(교통사고처리특례법 3조1항)을 받게 됩니다."
139,"피보험자 사망으로 인해 해약시 해약금 돌려받나","보험기간 중 피보험자 사망으로 인하여 보험계약이 해지되는 경우에는 해약환급금이 아니라 사망시점까지의 '보험료 및 책임준비금 산출방법서'에 정하는 바에 따라 보험회사가 적립한 책임준비금을 지급해 드립니다. "
140,"국내에 체류중인 외국인도 보험가입 가능하나","국내에 거주중인 외국인의 경우에도 외국인등록번호가 있는 경우 보험가입이 가능합니다. 다만 보험사별 또는 보험상품별 인수지침에 따른 결격사유가 없어야 합니다."
142,"직업 변경을 이유로 부활 청약을 거절할 수 있나","해지된 계약을 부활하는 부활 청약은 신계약 청약과 동일한 기준과 절차에 따라 이루어지기 때문에 보험계약 해지 후 피보험자의 직업이 신계약 인수기준에 따라 인수를 금지하는 위험 직종으로 변경되었다면 부활청약을 보험회사가 거절할 수 있습니다."
143,"가입전 기존 질병에 대해 고지해야 하나","그렇습니다. 보험가입 이전에 병원 또는 의원(한방병원, 한의원 포함)에서 치료(수술, 입원, 검사, 약처방 등)한 내용이 있다면 보험사에 반드시 고지할 의무가 있습니다. 이를 '계약전 알릴 의무'라고 하며, 상법상 '고지의무'와 같습니다."
144,"몇일내 해지하면 원금을 다 찾을 수 있나","보험가입자는 청약일로부터 15일이내에는 청약을 철회할 수 있으며, 납입한 보험료도 모두 돌려받을 수 있습니다. 이는 가입자를 보호하기 위한 제도로서 일반상품의 환불과 크게 다르지 않습니다."
145,"실효된 계약을 부활시키는데 왜 연체이자를 내야 하나","보험은 다수의 계약자로 부터 보험료를 납입 받아 상부상조하는 제도인데, 보험사에서 가입자가 낸 보험료만을 적립하여서는 고액의 약정보험금을 지급하기는 어려우므로 가입자가 납입한 보험료를 보험금 지급을 위한 재원으로 운용하고 있습니다.
  따라서 정해진 기일내에 보험료가 납입되지 않으면 보험사는 계획했던 투자의 기회를 잃게 되며 보험기간 만료시 약정했던 보험금을 지급하지 못하게 될 수도 있습니다. 이러한 이유로 인하여 보험사에서는 가입자가 납입한 보험료를 안전하게 운용하여 약정된 보험금을 지급하기 위해서는 부득이 보험료 납입이 연체되어 실효된 후 부활되는 계약에 대해서는 이자를 받을 수 밖에 없습니다. 부활시 연체이자 납입에 대한 내용은 가입자가 가입한 보험의 약관을 통해서 확인할 수 있습니다."
146,"해약환급금이 납입보험료보다 적은 이유","보험은 은행의 저축과는 달리 위험보장과 저축을 겸비한 제도입니다. 따라서 계약자가 납입한 보험료 중 일부는 불의의 사고를 당한 가입자에게 지급되는 보험금으로, 다른 일부는 회사가 보험계약을 유지관리하기 위한 비용(사업비) 등으로 사용되므로, 중도 해약시 지급되는 해약환급금은 납입한 보험료보다 적거나 없을 수도 있습니다."
147,"보험 가입 중 일정기간 동안 중단 후 부활 가능한가","보험가입 후 계속보험료를 연체하는 경우 연체일이 속한 달의 익월 말일까지 보험료를 납입하지 않으면 보험계약이 해지됩니다. 보험료 미납으로 해지된 보험계약은 해지일로부타 2년 이내에 부활을 요청하여 보험사의 승인을 얻으면 부활이 가능합니다. 다만 보험계약의 부활을 위해서는 연체된 보험료를 모두 납입해야 합니다."
148,"보험료 납입 못해 실효되었는데 부활 가능하나","보험료 납입연체로 인해 계약이 해지된 경우 해약환급금을 받지 않았고, 해지일로부터 2년이 경과하지 않았다면 부활이 가능합니다. 다만 보험회사가 부활 청약을 심사하고 이를 승낙한 때에만 가능하며, 부활을 청약한 날까지의 연체보험료와 연체이자를 더하여 납입하여야 합니다."
149,"주소변경을 계약자가 통지해야 하나","계약자의 주소가 변경되었을 경우 계약자는 변경된 주소를 보험회사에 알려야 합니다. 변경된 주소를 알리지 않은 경우 보험회사가 알고 있는 최종의 주소로 알린 사항은 계약자에게 도달한 것으로 간주하므로 계약의 유지와 관련된 주요한 사항의 전달이 이루어지 않아 가입자가 불이익을 당해도 보험회사가 책임을 지지 않을 수 있습니다."
150,"상품 설명이 불충분한데 취소할 수 있나","보험가입자는 가입시점에서 담당 설계사나 대리점으로부터 약관의 중요한 내용에 대하여 충분한 설명을 듣지 못한 경우 보험계약일로부터 3개월 이내에 계약을 취소할 수 있습니다."
151,"계약 전환시 문제점 및 유의사항","최근 다양한 형태의 신상품이 많이 개발되면서 기존 상품을 소멸시키고 새로운 계약으로 전환하는 경우가 많은데, 이 때 우선적으로 고려해야 할 점은 다음과 같습니다.
보험의 특성상 보험료가 연령과 비례하기 때문에 기존 상품을 가입할 때와는 달리 인상된 보험료를 납입하는 경우가 많습니다.
같은 회사에서 계약을 전환한다 하더라도 ?誰?계약은 해약처리되므로 이미 납입한 보험료를 보장하지 않습니다.  
계약 전환시 기존 계약과 신계약의 중요사항 즉, 보험료, 기간, 주요 보장내용, 보험금액 및 환급금액, 예정이율 및 보험회사의 면책사유 및 면책사항 등 계약 기본사항을 비교하여 과연 기납입보험료 일부 손해를 감수하더라도 전환을 하는 것이 유리한지를 판단하셔야 합니다.
기존 계약을 미리 해약하고 신계약을 청약하는 경우에 특히 보장성보험의 경우 새로운 계약의 청약이 거절되는 경우가 있는데, 기존 계약유지 중 병력이 있는 피보험자의 경우라면 특히 신중히 결정해야 합니다."
152,"중도환급금을 추후 만기때 수령하면 금액이 더 크나","중도환급금을 지금 수령하지않고 만기때 받으면 금액이 더 많이 나오는건가요? 꼭 중도에 받아야하는지요?
  중도환급금은 고객님께서 최초 가입 시 중도에 만기환급금 중에 일부를 계약기간 중도에 받는 금액이기에 만기시 받으면 더 금액이 많아지는 것은 아닙니다. 또한 중도환급금을 만기에 받으면 만기시 금리에 따라서 약간의 이자는 확인될 수 있겠으나 중도에 받을 금액과 큰 차이가 있는 것은 아닙니다."
153,"초회보험료 납입 후, 승낙 전 사고 보상되나","보험회사는 제1회 보험료를 받고 청약을 승낙하기 전에 보험금 지급사유가 발생하였을 때?〉? 책임을 집니다. 따라서 이 경우, 회사는 보험금을 지급하여야 합니다.(단, 계약전 알릴의무위반의 경우는 제 외) ☞ 근거 : 생명보험표준약관 제9조(제1회 보험료 및 회사의 책임개시일)
 "


154,"후미추돌사고 과실비율","동일한 차선 내에서 운행 중에 앞차의 후미를 추돌했다면, 대부분이 뒤에서 추돌한 차량의 100% 과실이 인정됩니다. 다만, 앞차의 제동등이 고장나 있었다거나 앞차가 이유없는 급정거를 한 경우에는 앞차에도 과실책임이 발생할 수 있습니다. 하지만, 앞차가 이유없는 급정거를 했다는 사실을 입증할 수 있는 경우는 극히 드문 경우라서 대부분 뒷차쪽의 과실로 결정되는 경우가 대부분입니다."
155,"공동명의 등록시 취득세, 등록세 할인되나","장애인과 공동명의로 등록하는 경우에는 그렇지 않은 경우보다 취득세와 등록세 비용이 저렴합니다. 요건은 공동명의인 장애인과 가족관계증명서상의 세대주가 동일해야 하고 배기량이 2,000cc 이하인 승용차 또는 7~10인승 승용차로서 현재 세제 감면받고 있는 차량이 없는 경우에만 인정받을 수 있습니다. 유의사항은 장애인과 공동명의로 등록한 후 1년 이내에 세대분가를 하거나, 소유권 이전을 하면 감면된 세금을 추징당할 수도 있습니다."
